"!наз. од.","рід","клич.","род. одн.","дав. одн.","знах. одн.","оруд. одн.","місц. одн."
"Алевтинович","M","Алевтиновичу","Алевтиновича","Алевтиновичу","Алевтиновича","Алевтиновичем","Алевтиновичу"
"Алевтиновна","F","Алевтинівно","Алевтинівни","Алевтинівні","Алевтинівни","Алевтинівною","Алевтинівні"
"Алековна","F","Алеківно","Алеківни","Алеківні","Алеківни","Алеківною","Алеківні"
"Алекпер-Оглы","M","Алекпер-Огли","Алекпер-Огли","Алекпер-Огли","Алекпер-Огли","Алекпер-Огли","Алекпер-Огли"
"Алекперович","M","","","","","",""
"Алекперівна","F","","","","","",""
"Александрович","M","Олександровичу","Олександровича","Олександровичу","Олександровича","Олександровичем","Олександровичу"
"Александровна","F","Олександрівно","Олександрівни","Олександрівні","Олександрівни","Олександрівною","Олександрівні"
"Алексеевич","M","Олексійовичу","Олексійовича","Олексійовичу","Олексійовича","Олексійовичем","Олексійовичу"
"Алексеевна","F","Олексіївно","Олексіївни","Олексіївні","Олексіївни","Олексіївною","Олексіївні"
"Алексович","M","","","","","",""
"Алексівна","F","","","","","",""
"Аленидовна","F","Аленідівно","Аленідівни","Аленідівні","Аленідівни","Аленідівною","Аленідівні"
"Аленкесович","M","","","","","",""
"Аленкесівна","F","","","","","",""
"Аленович","M","","","","","",""
"Аленівна","F","","","","","",""
"Алескерович","M","Алескеровичу","Алескеровича","Алескеровичу","Алескеровича","Алескеровичем","Алескеровичу"
"Алескеровна","F","Алескерівно","Алескерівни","Алескерівні","Алескерівни","Алескерівною","Алескерівні"
"Алескерівна","F","","","","","",""
"Али Оглы","M","Алі Огли","Алі Огли","Алі Огли","Алі Огли","Алі Огли","Алі Огли"
"Алибала Оглы","M","Алібала Огли","Алібала Огли","Алібала Огли","Алібала Огли","Алібала Огли","Алібала Огли"
"Алибашаевна","F","Алібашаївно","Алібашаївни","Алібашаївні","Алібашаївни","Алібашаївною","Алібашаївні"
