"!им. ед.","род","род. ед.","дат. ед.","вин. ед.","твор. ед.","предл. ед."
"Арий","M","Ария","Арию","Ария","Арием","Арие"
"Арикул","M","","","","",""
"Арим","M","","","","",""
"Арина","F","Арины","Арине","Арианы","Арианой","Ариане"
"Арион","M","","","","",""
"Арионада","F","Арионады","Арионаде","Арионады","Арионадой","Арионаде"
"Арис","M","","","","",""
"Аристарх","M","Аристраха","Аристраху","Аристраха","Аристрахом","Аристрахе"
"Аристид","M","Аристида","Аристиду","Аристида","Аристидом","Аристиде"
"Аристон","M","","","","",""
"Аристотель","M","Аристотеля","Аристотелю","Аристотеля","Аристотелем","Аристотеле"
"Ариф","M","Арифа","Арифу","Арифа","Арифом","Арифе"
"Арифул","M","","","","",""
"Ария","F","Арии","Арии","Арии","Ариэй","Арие"
"Аркадий","M","Аркадия","Аркадию","Аркадия","Аркадием","Аркадие"
"Аркен","M","Аркена","Аркену","Аркена","Аркеном","Аркене"
"Арлен","M","Арлена","Арлену","Арлена","Арленом","Арлене"
"Арлинэ","F","Арлинэ","Арлинэ","Арлинэ","Арлинэ","Арлинэ"
"Армаис","M","","","","",""
"Армак","M","","","","",""
"Арман","M","Армана","Арману","Армана","Арманом","Армане"
"Армедин","M","","","","",""
"Армем","M","","","","",""
"Армен","M","Армена","Армену","Армена","Арменом","Армене"
"Арменак","M","","","","",""
"Армида","F","Армиды","Армиде","Армиды","Армидой","Армиде"
"Армик","M","","","","",""
"Армис","M","Армиса","Армису","Армиса","Армисом","Армисе"
"Армо","M","","","","",""
"Арнольд","M","Арнольда","Арнольду","Арнольда","Арнольдом","Арнольде"
"Арольдо","M","Арольда","Арольду","Арольда","Арольдом","Арольде"
"Аромаис","M","","","","",""
"Ароманс","M","Ароманса","Аромансу","Ароманса","Аромакнсом","Аромансе"
"Арон","M","","","","",""
"Арпад","M","Арпада","Арпаду","Арпада","Арпадом","Арпаде"
"Арпенуи","F","Арпенуи","Арпенуи","Арпенуи","Арпенуией","Арпенуи"
"Арпинэ","F","Арпинэ","Арпинэ","Арпинэ","Арпинэ","Арпинэ"
"Арсен","M","Арсена","Арсену","Арсена","Арсеном","Арсене"
"Арсений","M","Арсения","Арсению","Арсения","Арсением","Арсение"
"Арсентий","M","Арсентия","Арсентию","Арсентия","Арсентием","Арсентие"
"Арслан","M","Арслана","Арслану","Арслана","Арсланом","Арслане"
"Артавазд","M","Артавазда","Артавазду","Артавазда","Артаваздом","Артавазде"
"Артак","M","Артака","Артаку","Артака","Артаком","Артаке"
"Арталуйс","M","","","","",""
"Артамон","M","","","","",""
"Арташ","M","","","","",""
"Арташес","M","Арташеса","Арташесу","Арташеса","Арташесом","Арташесе"
"Артем","M","Артема","Артему","Артема","Артемом","Артеме"
"Артемий","M","Артемия","Артемию","Артемия","Артемием","Артемие"
"Артемия","F","Артемии","Артемии","Артемии","Артемией","Артемие"
"Артемон","M","Артемона","Артемону","Артемона","Артемоном","Артемоне"
"Арто","M","Арта","Арту","Арта","Артом","Арте"
"Артур","M","Артура","Артуром","Артура","Артуром","Артуре"
"Артуро","M","Артуро","Артуро","Артуро","Артуром","Артуро"
"Артуш","M","Артуша","Артушу","Артуша","Артушем","Артуше"
"Артюш","M","","","","",""
"Арудж","M","","","","",""
"Арур","M","","","","",""
"Арустам","M","","","","",""
"Арутюн","M","Арутюна","Арутюну","Арутюна","Арутюном","Арутюне"
"Арф","M","","","","",""
"Архип","M","Архипа","Архипу","Архипа","Архипом","Архипе"
"Арцрун","M","","","","",""
"Арчил","M","","","","",""
"Аршавир","M","","","","",""
"Аршак","M","Аршака","Аршаку","Аршака","Аршаком","Аршаке"
"Аршалуйф","M","","","","",""
"Аршалус","M","","","","",""
"Арюц","M","","","","",""
"Асад","M","Асада","Асаду","Асада","Асадом","Асаде"
"Асан","M","Асана","Асану","Асана","Асаном","Асане"
"Асат","M","","","","",""
"Асатур","M","","","","",""
"Асафат","M","","","","",""
"Асий","M","","","","",""
"Асилбек","M","","","","",""
"Асим","M","","","","",""
"Асин","M","","","","",""
"Асис","F","Асисы","Асисе","Асисы","Асисой","Асисе"
"Асиф","M","Асифа","Асифу","Асифа","Асифом","Асифе"
"Асия","F","Асии","Асии","Асии","Асией","Асие"
"Асканаз","M","","","","",""
"Аскар","M","","","","",""
"Аскер","M","Аскера","Аскеру","Аскера","Аскером","Аскере"
"Аскольд","M","Аскольда","Аскольду","Аскольда","Аскольдом","Аскольде"
"Аслам","M","","","","",""
"Аслан","M","Аслана","Аслану","Аслана","Асланом","Аслане"
"Асланбек","M","","","","",""
"Аслани","M","Аслания","Асланию","Аслания","Асланием","Аслание"
"Асло","M","","","","",""
"Асмик","F","Асмикы","Асмике","Асмикы","Асмикой","Асмике"
"Асмик","M","Асмика","Асмику","Асмика","Асмиком","Асмике"
"Асон","M","","","","",""
"Аспагия","F","Аспагии","Аспагие","Аспагии","Аспагией","Аспагие"
"Аспазия","F","","","","",""
"Ассоль","F","Ассоль","Ассоль","Ассоль","Ассоль","Ассоль"
"Астамур","M","Астамура","Астамуру","Астамура","Астамуром","Астамуре"
